,date,country,state,fips,locationId,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,metrics.testPositivityRatio,metrics.caseDensity,metrics.contactTracerCapacityRatio,metrics.infectionRate,metrics.infectionRateCI90,metrics.icuCapacityRatio,riskLevels.overall,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio,actuals.newDeaths,actuals.vaccinesAdministered,riskLevels.caseDensity,cdcTransmissionLevel,actuals.vaccinationsAdditionalDose,metrics.vaccinationsAdditionalDoseRatio,metrics.weeklyNewCasesPer100k,metrics.bedsWithCovidPatientsRatio,actuals.hospitalBeds.weeklyCovidAdmissions,metrics.weeklyCovidAdmissionsPer100k,communityLevels.canCommunityLevel
540,8/23/21,US,AK,2,iso1:us#iso2:us-ak,83581,397,131534,2663834,235,1594,1038,130,123,93,34,1112,895645,389663,341079,0.073,65.9,0.1,1.11,0.1,0.76,3,0.533,0.466,0,717197,3,3,0,0,461.2,0.082,116,15.9,2
541,8/24/21,US,AK,2,iso1:us#iso2:us-ak,84174,410,132426,2673669,235,1449,973,131,124,103,39,593,895645,390953,342075,0.075,68.7,0.09,1.1,0.1,0.83,3,0.534,0.468,13,720003,3,3,0,0,480.9,0.09,121,16.5,2
542,8/25/21,US,AK,2,iso1:us#iso2:us-ak,84794,421,133270,2682974,235,1641,1117,128,126,102,35,620,898425,391775,342651,0.077,67.9,0.09,1.1,0.1,0.81,3,0.536,0.468,11,721608,3,3,0,0,475.3,0.078,118,16.1,2
543,8/26/21,US,AK,2,iso1:us#iso2:us-ak,85521,421,134103,2693241,235,1641,1146,156,123,97,37,727,917465,392662,343274,0.078,68.8,0.09,1.09,0.1,0.79,3,0.537,0.469,0,723342,3,3,0,0,481.3,0.095,134,18.3,2
544,8/27/21,US,AK,2,iso1:us#iso2:us-ak,86055,421,134871,2702997,235,1656,1132,155,121,99,41,534,927345,393512,343905,0.078,70,0.09,1.09,0.1,0.82,3,0.538,0.47,0,724964,3,3,0,0,490.2,0.094,127,17.4,2
545,8/28/21,US,AK,2,iso1:us#iso2:us-ak,86055,421,135337,2707436,235,1637,1125,154,125,104,38,0,929945,394238,344325,0.08,70.3,0.09,1.08,0.1,0.83,3,0.539,0.471,0,726501,3,3,0,0,491.8,0.094,131,17.9,2
546,8/29/21,US,AK,2,iso1:us#iso2:us-ak,86055,421,135836,2712509,235,1632,1091,154,123,100,37,0,930085,394485,344466,0.081,70.5,0.09,1.08,0.1,0.81,3,0.539,0.471,0,726856,3,3,0,0,493.5,0.094,135,18.5,2
547,8/30/21,US,AK,2,iso1:us#iso2:us-ak,87203,421,136841,2724936,235,1430,967,158,120,100,34,1148,930085,396069,345090,0.08,70.7,0.09,1.08,0.1,0.83,3,0.541,0.472,0,729517,3,3,0,0,495.1,0.11,141,19.3,2
548,8/31/21,US,AK,2,iso1:us#iso2:us-ak,87842,427,137836,2736737,235,1467,1012,175,122,103,42,639,933585,396543,345364,0.079,71.6,0.09,1.08,0.1,0.84,3,0.542,0.472,6,730407,3,3,0,0,501.4,0.119,152,20.8,2
549,9/1/21,US,AK,2,iso1:us#iso2:us-ak,88633,431,138707,2746344,235,1655,1136,181,121,106,40,791,957905,397332,345826,0.079,75,0.09,1.08,0.1,0.88,3,0.543,0.473,4,731751,3,3,0,0,524.8,0.109,159,21.7,2
550,9/2/21,US,AK,2,iso1:us#iso2:us-ak,89345,431,139583,2757066,235,1668,1149,176,117,100,36,712,963195,398263,346399,0.079,74.7,0.09,1.08,0.1,0.85,3,0.544,0.474,0,733429,3,3,0,0,522.7,0.106,148,20.2,2
551,9/3/21,US,AK,2,iso1:us#iso2:us-ak,89927,431,140457,2765237,235,1630,1109,176,122,101,36,582,974085,399260,347081,0.082,75.6,0.08,1.09,0.1,0.83,5,0.546,0.474,0,735293,5,3,0,0,529.3,0.108,153,20.9,2
552,9/4/21,US,AK,2,iso1:us#iso2:us-ak,89927,431,140938,2769412,235,1606,1082,179,122,105,34,0,981175,400061,347597,0.083,78.5,0.08,1.09,0.1,0.86,5,0.547,0.475,0,736809,5,3,0,0,549.7,0.111,154,21.1,2
553,9/5/21,US,AK,2,iso1:us#iso2:us-ak,89927,431,141395,2773237,235,1594,1061,184,118,96,33,0,980975,400865,348055,0.084,81.4,0.08,1.1,0.1,0.81,5,0.548,0.476,0,738399,5,3,0,0,570,0.115,163,22.3,2
554,9/6/21,US,AK,2,iso1:us#iso2:us-ak,89927,431,141958,2778514,235,1387,947,189,121,98,37,0,980975,401470,348300,0.087,84.3,0.12,1.1,0.1,0.81,5,0.549,0.476,0,739446,5,3,0,0,590.4,0.136,177,24.2,2
555,9/7/21,US,AK,2,iso1:us#iso2:us-ak,92054,433,142916,2787176,235,1407,989,202,120,92,34,2127,980975,403340,351155,0.092,82.3,0.08,1.11,0.1,0.77,5,0.551,0.48,2,747155,5,3,0,0,575.8,0.144,176,24.1,2
556,9/8/21,US,AK,2,iso1:us#iso2:us-ak,92891,439,143474,2791611,235,1626,1138,216,121,108,37,837,984485,403628,351314,0.095,83.2,0.08,1.11,0.1,0.89,5,0.552,0.48,6,747554,5,3,0,0,582.1,0.133,190,26,2
557,9/9/21,US,AK,2,iso1:us#iso2:us-ak,93729,439,144021,2795412,235,1621,1171,211,125,111,37,838,985855,405012,351799,0.104,85.6,0.08,1.12,0.1,0.89,5,0.554,0.481,0,749630,5,3,0,0,599.3,0.13,193,26.4,2
558,9/10/21,US,AK,2,iso1:us#iso2:us-ak,94422,441,145145,2805184,235,1630,1176,207,124,105,43,693,988195,406535,352639,0.105,87.8,0.07,1.13,0.1,0.85,5,0.556,0.482,2,752270,5,3,0,0,614.5,0.127,196,26.8,2
559,9/11/21,US,AK,2,iso1:us#iso2:us-ak,94422,441,145696,2809767,235,1605,1148,216,126,114,50,0,993155,407729,353278,0.105,86.9,0.07,1.13,0.1,0.9,5,0.557,0.483,0,754346,5,3,0,0,608.1,0.135,199,27.2,2
560,9/12/21,US,AK,2,iso1:us#iso2:us-ak,94422,441,146298,2814584,235,1597,1130,207,128,102,49,0,994325,407843,353332,0.106,86,0.07,1.14,0.1,0.8,5,0.558,0.483,0,754497,5,3,0,0,601.8,0.13,202,27.6,2
561,9/13/21,US,AK,2,iso1:us#iso2:us-ak,95878,442,147730,2826540,235,1397,1027,202,130,107,53,1456,994325,409122,354301,0.107,85.1,0.06,1.14,0.1,0.82,5,0.559,0.484,1,757384,5,3,0,0,595.4,0.145,190,26,2
562,9/14/21,US,AK,2,iso1:us#iso2:us-ak,96567,449,149078,2837406,235,1406,1050,208,130,113,52,689,996695,409742,354618,0.109,88.1,0.07,1.15,0.1,0.87,5,0.56,0.485,7,758318,5,3,0,0,616.9,0.148,190,26,2
563,9/15/21,US,AK,2,iso1:us#iso2:us-ak,97656,451,150391,2848465,235,1591,1177,216,129,112,51,1089,1006435,410256,355111,0.108,93.1,0.07,1.15,0.1,0.87,5,0.561,0.485,2,759522,5,3,0,0,651.4,0.136,186,25.4,2
564,9/16/21,US,AK,2,iso1:us#iso2:us-ak,98708,451,151524,2858839,235,1573,1163,222,128,103,49,1052,1015365,411055,355707,0.106,97.2,0.07,1.15,0.1,0.8,5,0.562,0.486,0,761075,5,3,0,0,680.6,0.141,186,25.4,2
565,9/17/21,US,AK,2,iso1:us#iso2:us-ak,99590,452,152634,2868661,235,1561,1116,222,130,107,53,882,1024575,411978,356784,0.106,100.9,0.06,1.16,0.1,0.82,5,0.563,0.488,1,763376,5,3,0,0,706.5,0.142,194,26.5,2
566,9/18/21,US,AK,2,iso1:us#iso2:us-ak,99590,452,153206,2873159,235,1566,1114,213,124,109,50,0,1025415,412682,357820,0.106,105.2,0.06,1.15,0.1,0.88,5,0.564,0.489,0,765238,5,3,0,0,736.2,0.136,192,26.2,2
567,9/19/21,US,AK,2,iso1:us#iso2:us-ak,99590,452,153782,2877907,235,1564,1105,218,128,108,46,0,1025415,413503,359102,0.106,109.4,0.06,1.15,0.1,0.84,5,0.565,0.491,0,767649,5,3,0,0,765.9,0.139,192,26.2,2
568,9/20/21,US,AK,2,iso1:us#iso2:us-ak,101698,457,155174,2890832,235,1375,985,198,130,114,46,2108,1025415,413884,360262,0.104,113.7,0.06,1.14,0.1,0.88,5,0.566,0.492,5,769334,5,3,0,0,795.6,0.144,188,25.7,2
569,9/21/21,US,AK,2,iso1:us#iso2:us-ak,102551,463,156326,2902092,235,1381,1009,216,131,105,46,853,1025835,414037,360740,0.101,116.9,0.05,1.13,0.1,0.8,5,0.566,0.493,6,769981,5,3,0,0,818,0.156,186,25.4,2
570,9/22/21,US,AK,2,iso1:us#iso2:us-ak,103795,464,157483,2912758,235,1592,1193,215,127,114,44,1244,1027135,414509,362250,0.099,119.9,0.05,1.12,0.1,0.9,5,0.567,0.495,1,772176,5,3,0,0,839.2,0.135,179,24.5,2
571,9/23/21,US,AK,2,iso1:us#iso2:us-ak,105110,471,158564,2922188,235,1606,1223,227,128,113,47,1315,1032665,415478,363764,0.1,125,0.05,1.11,0.1,0.88,5,0.568,0.497,7,775149,5,3,0,0,875.1,0.141,188,25.7,2
573,9/25/21,US,AK,2,iso1:us#iso2:us-ak,106888,515,159997,2934394,235,1574,1172,231,129,114,49,0,1043135,415735,364112,0.1,154.8,0.05,1.08,0.1,0.88,5,0.568,0.498,0,775688,5,3,0,0,1083.8,0.147,182,24.9,2
574,9/26/21,US,AK,2,iso1:us#iso2:us-ak,106888,515,160586,2938755,235,1554,1130,212,127,107,44,0,1044305,415883,364282,0.101,167.1,0.05,1.06,0.1,0.84,5,0.568,0.498,0,775975,5,3,0,0,1169.9,0.136,171,23.4,2
575,9/27/21,US,AK,2,iso1:us#iso2:us-ak,110887,535,162053,2950939,235,1361,988,212,130,110,47,3999,1044305,417709,368423,0.103,179.4,0.04,1.04,0.1,0.85,5,0.571,0.504,20,786285,5,3,0,0,1256.1,0.156,174,23.8,2
576,9/28/21,US,AK,2,iso1:us#iso2:us-ak,111572,545,163182,2961729,235,1378,1034,217,130,111,45,685,1048375,417974,368741,0.103,176.2,0.04,1.02,0.1,0.85,5,0.571,0.504,10,787670,5,3,0,0,1233.1,0.157,170,23.2,2
577,9/29/21,US,AK,2,iso1:us#iso2:us-ak,112568,549,164358,2971635,235,1576,1183,215,132,110,45,996,1055125,418566,369526,0.105,171.3,0.04,1,0.1,0.83,5,0.572,0.505,4,790277,5,3,0,0,1199.2,0.136,167,22.8,2
578,9/30/21,US,AK,2,iso1:us#iso2:us-ak,113835,559,165332,2980393,235,1578,1136,207,127,109,43,1267,1058945,419056,370114,0.104,170.4,0.04,0.98,0.1,0.86,5,0.573,0.506,10,792368,5,3,0,0,1192.7,0.131,159,21.7,2
579,10/1/21,US,AK,2,iso1:us#iso2:us-ak,114867,560,166223,2988673,235,1574,1134,228,134,106,41,1032,1062155,419730,370883,0.103,155.8,0.04,0.97,0.1,0.79,5,0.574,0.507,1,794992,5,3,0,0,1090.7,0.145,162,22.1,2
580,10/2/21,US,AK,2,iso1:us#iso2:us-ak,114867,560,166751,2992783,235,1574,1156,229,124,112,40,0,1069475,420423,371493,0.104,144.3,0.04,0.95,0.1,0.9,5,0.575,0.508,0,798038,5,3,0,0,1010.2,0.145,160,21.9,2
581,10/3/21,US,AK,2,iso1:us#iso2:us-ak,114867,560,167347,2997045,235,1567,1133,228,127,108,41,0,1075325,420472,371510,0.104,132.8,0.04,0.94,0.1,0.85,5,0.575,0.508,0,798055,5,3,0,0,929.7,0.146,164,22.4,2
582,10/4/21,US,AK,2,iso1:us#iso2:us-ak,117099,561,168958,3008921,235,1374,979,196,123,103,38,2232,1075325,421324,372407,0.106,121.3,0.05,0.93,0.1,0.84,5,0.576,0.509,1,803283,5,3,0,0,849.2,0.143,163,22.3,2
583,10/5/21,US,AK,2,iso1:us#iso2:us-ak,117953,564,170098,3018646,235,1388,1007,186,128,101,36,854,1077805,421543,372563,0.108,124.6,0.05,0.93,0.1,0.79,5,0.576,0.509,3,804032,5,3,0,0,872.3,0.134,155,21.2,2
584,10/6/21,US,AK,2,iso1:us#iso2:us-ak,118809,567,171421,3028517,235,1597,1161,200,127,104,29,856,1079085,421985,372950,0.11,121.9,0.05,0.92,0.1,0.82,5,0.577,0.51,3,805975,5,3,0,0,853.1,0.125,160,21.9,2
585,10/7/21,US,AK,2,iso1:us#iso2:us-ak,119662,572,172633,3037840,235,1600,1161,199,130,115,37,853,1083215,422424,373411,0.113,113.8,0.06,0.92,0.1,0.88,5,0.577,0.51,5,807903,5,3,0,0,796.5,0.124,158,21.6,2
586,10/8/21,US,AK,2,iso1:us#iso2:us-ak,120496,574,173565,3045063,235,1587,1148,198,134,116,37,834,1089275,423085,373950,0.115,109.9,0.06,0.92,0.1,0.87,5,0.578,0.511,2,810238,5,3,0,0,769.5,0.125,157,21.5,2
587,10/9/21,US,AK,2,iso1:us#iso2:us-ak,120496,574,174187,3048617,235,1567,1156,189,134,109,35,0,1093025,423561,374363,0.118,113.4,0.06,0.93,0.1,0.81,5,0.579,0.512,0,812327,5,3,0,0,794,0.121,148,20.2,2
588,10/10/21,US,AK,2,iso1:us#iso2:us-ak,120496,574,174762,3052760,235,1586,1212,201,131,107,29,0,1093025,423599,374378,0.117,116.9,0.06,0.93,0.1,0.82,5,0.579,0.512,0,812345,5,3,0,0,818.5,0.127,155,21.2,2
589,10/11/21,US,AK,2,iso1:us#iso2:us-ak,123266,578,175992,3061875,235,1394,1030,191,130,108,30,2770,1093025,424422,375165,0.117,120.4,0.05,0.93,0.1,0.83,5,0.58,0.513,4,816717,5,3,0,0,843,0.137,161,22,2
590,10/12/21,US,AK,2,iso1:us#iso2:us-ak,123716,594,177265,3071317,235,1402,1085,201,130,111,32,450,1094005,424544,375260,0.12,112.5,0.06,0.94,0.1,0.85,5,0.58,0.513,16,817091,5,3,0,0,787.8,0.143,172,23.5,2
591,10/13/21,US,AK,2,iso1:us#iso2:us-ak,124942,594,178349,3080178,235,1602,1229,225,130,109,35,1226,1095895,424831,375482,0.118,119.8,0.05,0.94,0.1,0.84,5,0.581,0.513,0,818386,5,3,0,0,838.4,0.14,177,24.2,2
592,10/14/21,US,AK,2,iso1:us#iso2:us-ak,125909,596,179418,3087622,235,1599,1198,216,134,108,32,967,1097095,425519,376113,0.12,122,0.05,0.94,0.1,0.81,5,0.582,0.514,2,820703,5,3,0,0,853.9,0.135,179,24.5,2
593,10/15/21,US,AK,2,iso1:us#iso2:us-ak,126893,599,180466,3094833,235,1596,1173,221,132,99,33,984,1108945,426234,376935,0.122,124.9,0.05,0.94,0.1,0.75,5,0.583,0.515,3,823566,5,3,0,0,874.5,0.138,182,24.9,2
594,10/16/21,US,AK,2,iso1:us#iso2:us-ak,126893,599,180970,3098176,235,1586,1152,222,133,111,38,0,1110405,426807,377834,0.12,120.7,0.05,0.94,0.1,0.83,5,0.583,0.516,0,827164,5,3,0,0,844.6,0.14,188,25.7,2
595,10/17/21,US,AK,2,iso1:us#iso2:us-ak,126893,599,181472,3101719,235,1598,1167,221,133,117,38,0,1109985,426843,377858,0.121,116.4,0.05,0.94,0.1,0.88,5,0.583,0.517,0,827193,5,3,0,0,814.8,0.138,181,24.7,2
596,10/18/21,US,AK,2,iso1:us#iso2:us-ak,126893,599,182811,3112117,235,1429,1070,213,134,117,39,0,1109985,426867,377866,0.12,112.1,0.09,0.94,0.1,0.87,5,0.584,0.517,0,827197,5,3,0,0,784.9,0.149,184,25.2,2
597,10/19/21,US,AK,2,iso1:us#iso2:us-ak,129713,665,183880,3121359,235,1439,1084,206,130,111,41,2820,1111295,428813,380362,0.117,117.1,0.05,0.94,0.1,0.85,5,0.586,0.52,66,844953,5,3,0,0,819.8,0.143,176,24.1,2
598,10/20/21,US,AK,2,iso1:us#iso2:us-ak,130527,673,184941,3129849,235,1625,1242,240,133,114,43,814,1120305,428865,380397,0.117,109.1,0.06,0.94,0.1,0.86,5,0.586,0.52,8,845003,5,3,35701,0.049,763.5,0.148,182,24.9,2
599,10/21/21,US,AK,2,iso1:us#iso2:us-ak,131547,674,185808,3137035,235,1622,1238,231,129,113,44,1020,1125115,429352,380783,0.115,110.1,0.06,0.93,0.1,0.88,5,0.587,0.521,1,847207,5,3,37109,0.051,770.7,0.142,182,24.9,2
600,10/22/21,US,AK,2,iso1:us#iso2:us-ak,132393,680,186604,3144148,235,1605,1207,234,127,107,46,846,1128425,430458,381595,0.111,107.4,0.06,0.93,0.1,0.84,5,0.588,0.522,6,849541,5,3,38499,0.053,751.8,0.146,180,24.6,2
601,10/23/21,US,AK,2,iso1:us#iso2:us-ak,132393,680,187053,3147469,235,1594,1187,236,123,113,50,0,1131045,431007,382206,0.11,104.5,0.06,0.92,0.1,0.92,5,0.589,0.522,0,852106,5,3,39974,0.055,731.4,0.148,183,25,2
602,10/24/21,US,AK,2,iso1:us#iso2:us-ak,132393,680,187543,3151560,235,1578,1172,245,130,108,49,0,1130625,431503,382736,0.109,101.6,0.06,0.92,0.1,0.83,5,0.59,0.523,0,854656,5,3,41549,0.057,710.9,0.155,189,25.8,2
603,10/25/21,US,AK,2,iso1:us#iso2:us-ak,134059,685,188729,3161688,235,1398,1062,234,129,107,50,1666,1130765,431835,383032,0.107,98.6,0.05,0.91,0.1,0.83,5,0.59,0.524,5,856505,5,3,42857,0.059,690.5,0.167,193,26.4,2
604,10/26/21,US,AK,2,iso1:us#iso2:us-ak,134802,696,189639,3170243,235,1421,1092,235,129,107,48,743,1134615,432116,383246,0.105,99.4,0.06,0.91,0.1,0.83,5,0.591,0.524,11,857746,5,3,43704,0.06,695.7,0.165,203,27.7,2
605,10/27/21,US,AK,2,iso1:us#iso2:us-ak,135362,698,190460,3178640,235,1610,1224,237,130,113,50,560,1135685,432619,383673,0.102,94.4,0.07,0.9,0.1,0.87,5,0.591,0.524,2,860049,5,3,45181,0.062,660.9,0.147,187,25.6,2
606,10/28/21,US,AK,2,iso1:us#iso2:us-ak,136171,703,191185,3185524,235,1616,1219,234,128,106,47,809,1140925,433303,384105,0.1,90.3,0.07,0.9,0.1,0.83,5,0.592,0.525,5,863531,5,3,47708,0.065,632.1,0.145,187,25.6,2
607,10/29/21,US,AK,2,iso1:us#iso2:us-ak,136975,707,191904,3192751,235,1620,1213,218,123,102,42,804,1153055,434005,384597,0.098,89.5,0.07,0.89,0.1,0.83,5,0.593,0.526,4,867221,5,3,50340,0.069,626.3,0.135,183,25,2
608,10/30/21,US,AK,2,iso1:us#iso2:us-ak,136975,707,192303,3195936,235,1587,1136,199,129,108,43,0,1155265,434722,385083,0.098,88.6,0.07,0.89,0.1,0.84,5,0.594,0.526,0,871548,5,3,53629,0.073,620.1,0.125,174,23.8,2
609,10/31/21,US,AK,2,iso1:us#iso2:us-ak,136975,707,192743,3199397,235,1585,1142,203,127,100,44,0,1155005,434826,385131,0.098,87.7,0.07,0.88,0.1,0.79,5,0.594,0.526,0,871621,5,3,53675,0.073,613.8,0.128,167,22.8,2
610,11/1/21,US,AK,2,iso1:us#iso2:us-ak,138503,710,193786,3209994,235,1412,1035,194,123,100,47,1528,1155005,435696,385778,0.095,86.8,0.07,0.88,0.1,0.81,5,0.596,0.527,3,877941,5,3,58491,0.08,607.5,0.137,157,21.5,2
611,11/2/21,US,AK,2,iso1:us#iso2:us-ak,138996,716,194506,3219449,235,1420,1052,184,128,99,40,493,1182405,436014,385953,0.09,81.9,0.08,0.88,0.1,0.77,5,0.596,0.528,6,879394,5,3,59556,0.081,573.3,0.13,142,19.4,2
612,11/3/21,US,AK,2,iso1:us#iso2:us-ak,139668,719,195205,3227492,235,1609,1177,174,125,102,37,672,1198225,436091,385982,0.089,84.1,0.08,0.87,0.1,0.82,5,0.596,0.528,3,879430,5,3,59599,0.081,588.6,0.108,135,18.5,2
613,11/4/21,US,AK,2,iso1:us#iso2:us-ak,140319,722,195857,3234592,235,1614,1194,164,126,96,38,651,1205905,436276,386038,0.087,81,0.08,0.87,0.1,0.76,5,0.596,0.528,3,879619,5,3,59695,0.082,567,0.102,132,18,2
614,11/5/21,US,AK,2,iso1:us#iso2:us-ak,141182,723,196469,3241482,235,1595,1145,155,125,98,32,863,1213025,437494,387028,0.086,82.2,0.08,0.87,0.1,0.78,5,0.598,0.529,1,887652,5,3,65533,0.09,575.1,0.097,124,17,2
615,11/6/21,US,AK,2,iso1:us#iso2:us-ak,141182,723,196773,3244681,235,1571,1098,146,128,97,29,0,1212765,438100,387463,0.084,80.9,0.08,0.87,0.1,0.76,5,0.599,0.53,0,891150,5,3,68132,0.093,566.5,0.093,120,16.4,2
616,11/7/21,US,AK,2,iso1:us#iso2:us-ak,141182,723,197092,3248568,235,1580,1095,144,126,97,26,0,1213565,438180,387489,0.081,79.7,0.08,0.86,0.1,0.77,5,0.599,0.53,0,891194,5,3,68161,0.093,557.9,0.091,127,17.4,2
617,11/8/21,US,AK,2,iso1:us#iso2:us-ak,142521,774,197890,3258443,235,1387,942,133,126,100,33,1339,1213565,439232,388189,0.078,78.5,0.08,0.86,0.1,0.79,5,0.6,0.531,51,897495,5,3,72836,0.1,549.2,0.096,123,16.8,2
618,11/9/21,US,AK,2,iso1:us#iso2:us-ak,142893,802,198479,3266301,235,1399,979,141,123,92,33,372,1219685,439443,388302,0.078,76.1,0.08,0.86,0.1,0.75,5,0.601,0.531,28,898205,5,3,73330,0.1,532.7,0.101,133,18.2,2
619,11/10/21,US,AK,2,iso1:us#iso2:us-ak,143345,811,199062,3273968,235,1595,1142,151,131,104,32,452,1226085,439841,388583,0.077,71.8,0.09,0.86,0.1,0.79,3,0.601,0.531,9,900255,3,3,74808,0.102,502.6,0.095,139,19,2
620,11/11/21,US,AK,2,iso1:us#iso2:us-ak,143345,811,199424,3278397,235,1607,1160,135,132,105,26,0,1231935,441871,389235,0.075,67.6,0.11,0.86,0.1,0.8,3,0.604,0.532,0,906157,3,3,78209,0.107,472.9,0.084,131,17.9,2
621,11/12/21,US,AK,2,iso1:us#iso2:us-ak,144212,811,199989,3285156,235,1617,1154,154,126,111,31,867,1237545,441944,389255,0.075,59.2,0.11,0.86,0.1,0.88,3,0.604,0.532,0,906244,3,3,78283,0.107,414.2,0.095,137,18.7,2
622,11/13/21,US,AK,2,iso1:us#iso2:us-ak,144212,811,200235,3287960,235,1592,1126,150,126,101,31,0,1240685,444240,389857,0.074,57.5,0.11,0.86,0.1,0.8,3,0.607,0.533,0,912357,3,3,81564,0.111,402.4,0.094,142,19.4,2
623,11/14/21,US,AK,2,iso1:us#iso2:us-ak,144212,811,200509,3291521,235,1593,1109,156,124,98,32,0,1240245,446329,391118,0.074,55.8,0.11,0.86,0.1,0.79,3,0.61,0.535,0,917452,3,3,83432,0.114,390.6,0.098,133,18.2,2
624,11/15/21,US,AK,2,iso1:us#iso2:us-ak,145292,813,201224,3301024,235,1382,963,145,128,100,24,1080,1240245,447338,391340,0.073,54.1,0.12,0.86,0.1,0.78,3,0.611,0.535,2,920191,3,3,85027,0.116,378.8,0.105,128,17.5,2
625,11/16/21,US,AK,2,iso1:us#iso2:us-ak,145641,820,201757,3308944,235,1398,1012,146,132,103,27,349,1244055,447405,391356,0.071,53.7,0.12,0.86,0.1,0.78,3,0.612,0.535,7,920191,3,3,85054,0.116,375.6,0.104,124,17,2
626,11/17/21,US,AK,2,iso1:us#iso2:us-ak,146080,822,202192,3315513,235,1593,1197,142,132,111,26,439,1247855,449616,392838,0.07,53.4,0.12,0.86,0.1,0.84,3,0.615,0.537,2,927753,3,3,87864,0.12,373.9,0.089,115,15.7,2
627,11/18/21,US,AK,2,iso1:us#iso2:us-ak,146600,822,202612,3321987,235,1609,1238,138,134,109,27,520,1253955,450794,393233,0.068,55.1,0.1,0.86,0.1,0.81,3,0.616,0.538,0,930894,3,3,89557,0.122,385.7,0.086,113,15.4,2
628,11/19/21,US,AK,2,iso1:us#iso2:us-ak,147120,838,202977,3327848,235,1618,1222,126,136,114,26,520,1254495,451692,393678,0.065,56.8,0.11,0.86,0.1,0.84,3,0.617,0.538,16,934076,3,3,91487,0.125,397.5,0.078,101,13.8,2
629,11/20/21,US,AK,2,iso1:us#iso2:us-ak,147120,838,203164,3330401,235,1604,1161,111,134,113,28,0,1261415,452720,394070,0.065,54.6,0.11,0.85,0.1,0.84,3,0.619,0.539,0,937086,3,3,93203,0.127,382,0.069,92,12.6,2
630,11/21/21,US,AK,2,iso1:us#iso2:us-ak,147120,838,203390,3333298,235,1588,1128,109,135,113,26,0,1261275,452836,394148,0.065,52.4,0.11,0.85,0.1,0.84,3,0.619,0.539,0,937235,3,3,93248,0.127,366.5,0.069,83,11.3,2
631,11/22/21,US,AK,2,iso1:us#iso2:us-ak,147860,838,203912,3341345,235,1403,973,100,129,106,26,740,1261275,452900,394157,0.062,50.1,0.13,0.85,0.1,0.82,3,0.619,0.539,0,937325,3,3,93334,0.128,351,0.071,82,11.2,2
632,11/23/21,US,AK,2,iso1:us#iso2:us-ak,148004,840,204363,3348332,235,1405,1000,95,130,112,19,144,1265915,454857,394909,0.062,46.1,0.14,0.85,0.1,0.86,3,0.622,0.54,2,943975,3,3,97314,0.133,323,0.068,78,10.7,2
633,11/24/21,US,AK,2,iso1:us#iso2:us-ak,148491,846,204776,3354373,235,1595,1171,95,129,107,16,487,1269725,455580,395164,0.062,47.1,0.14,0.85,0.1,0.83,3,0.623,0.54,6,946031,3,3,98481,0.135,329.6,0.06,83,11.3,2
634,11/25/21,US,AK,2,iso1:us#iso2:us-ak,148491,846,204836,3355405,235,1586,1114,91,130,106,14,0,1269725,455580,395164,0.062,43,0.17,0.85,0.1,0.82,3,0.623,0.54,0,946031,3,3,98481,0.135,301.2,0.057,76,10.4,2
635,11/26/21,US,AK,2,iso1:us#iso2:us-ak,149116,853,205119,3358992,235,1591,1115,79,126,99,15,625,1269725,455580,395164,0.064,39,0.16,0.85,0.1,0.79,3,0.623,0.54,7,946031,3,3,98481,0.135,272.8,0.05,74,10.1,2
636,11/27/21,US,AK,2,iso1:us#iso2:us-ak,149116,853,205290,3361788,235,1593,1113,81,125,94,14,0,1269725,455580,395164,0.063,38.8,0.16,0.85,0.1,0.75,3,0.623,0.54,0,946031,3,3,98481,0.135,271.9,0.051,80,10.9,2
637,11/28/21,US,AK,2,iso1:us#iso2:us-ak,149116,853,205470,3364704,235,1595,1139,81,124,99,15,0,1269725,455580,395164,0.062,38.7,0.16,0.85,0.1,0.8,3,0.623,0.54,0,946031,3,3,98481,0.135,271,0.051,79,10.8,2
638,11/29/21,US,AK,2,iso1:us#iso2:us-ak,149836,854,205978,3373141,235,1398,989,81,122,101,18,720,1269085,456888,395581,0.061,38.6,0.17,0.85,0.1,0.83,3,0.625,0.541,1,949474,3,3,100548,0.137,270.1,0.058,78,10.7,2
639,11/30/21,US,AK,2,iso1:us#iso2:us-ak,150004,856,206420,3380434,235,1413,1032,74,122,100,17,168,1272385,459412,396688,0.06,39.1,0.16,0.85,0.1,0.82,3,0.628,0.542,2,957508,3,3,104915,0.143,273.4,0.052,71,9.7,1
640,12/1/21,US,AK,2,iso1:us#iso2:us-ak,150328,857,206746,3386459,235,1622,1229,75,125,99,22,324,1275585,460421,397095,0.058,35.9,0.18,0.85,0.1,0.79,3,0.629,0.543,1,959867,3,3,105969,0.145,251.1,0.046,63,8.6,1
